id,title,subtitle,authors,language,genre,published_date,page_count
197,Dead Ringer,,Lisa Scottoline,en,Mystery | Fiction | Suspense | Thriller | Thriller | Legal Thriller | Mystery | Crime | Thriller | Mystery Thriller | Audiobook | Adult | Adult Fiction,2004,448.0
198,West Riding,,K. Stephens,en,,1990,380.0
199,Courting Trouble,,Lisa Scottoline,en,Mystery | Fiction | Thriller | Thriller | Mystery Thriller | Thriller | Legal Thriller | Suspense | Mystery | Crime | Audiobook | Adult | Adult Fiction,2003,432.0
200,The Seven Sisters,The Great Oil Companies and the World They Shaped,Anthony Sampson,en,History | Nonfiction | Economics | Politics | Business | Science | Geology,1991,414.0
201,Blott on the Landscape,,Tom Sharpe,en,Fiction | Humor | Humor | Comedy | Audiobook | European Literature | British Literature | Modern | Literature | 20th Century | Novels | Contemporary | Literature | English Literature,1975,237.0
202,Sorcerers of Majipoor,,Robert Silverberg,en,Fantasy | Science Fiction | Fiction | Speculative Fiction | Short Stories | Science Fiction Fantasy,1998,624.0
203,Thornyhold,,Mary Stewart,en,Fiction | Romance | Mystery | Gothic | Fantasy | Historical | Historical Fiction | Romance | Romantic Suspense | Historical | Suspense | European Literature | British Literature,1989,289.0
204,"Perfect Murder, Perfect Town",The Uncensored Story of the JonBenet Murder and the Grand Jury's Search for the Truth,Lawrence Schiller,en,Crime | True Crime | Nonfiction | Mystery | Crime | Mystery | True Story | History | Biography | Law | Historical | Media Tie In,1999,832.0
205,Streets of Fire,,Troy Soos,en,Mystery | Mystery | Historical Mystery | Historical | Historical | Historical Fiction,2008,288.0
206,State V. Justice,,Gallatin Warfield,en,,1993,373.0
207,Second Chance,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Contemporary | Adult | Romance | Contemporary Romance | Audiobook | Adult Fiction | Drama | Love,2005,272.0
208,There's a Boy in the Girls' Bathroom,,Louis Sachar,en,Fiction | Childrens | Childrens | Middle Grade | Young Adult | Realistic Fiction | Humor | Academic | School | Childrens | Juvenile | Childrens | Chapter Books | Contemporary,1987,195.0
209,Secret Smile,,Nicci French,en,Thriller | Fiction | Mystery | Mystery | Crime | Suspense | Thriller | Mystery Thriller | Thriller | Psychological Thriller | European Literature | British Literature | Contemporary | Adult,2004,318.0
210,Skin Privilege,,Karin Slaughter,en,Mystery | Thriller | Mystery | Crime | Fiction | Suspense | Thriller | Mystery Thriller | Audiobook | Mystery | Detective | Adult | Mystery | Murder Mystery,2008,560.0
211,To Love Again,,Bertrice Small,en,Romance | Historical Romance | Romance | Historical | Historical | Historical Fiction | Fiction | Historical | Medieval | Literature | American | Historical Romance | Medieval Romance,2001,432.0
212,Home from Home,,Carol Smith,en,,2003,298.0
213,Force of Nature,,Stephen Solomita,en,,1990,282.0
214,The Gift,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Adult | Drama | Romance | Contemporary Romance | Contemporary | Adult Fiction | Historical | Novels,1995,316.0
215,Quinn,,Seamus Smyth,en,,2000,310.0
216,Feather Boy,,Nicky Singer,en,Young Adult | Fiction | Childrens | Fantasy | Childrens | Middle Grade | Academic | School | Realistic Fiction | Contemporary | Mystery | Fantasy | Supernatural,2002,285.0
217,Rogue,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Contemporary | Romance | Contemporary Romance | Adult | Love | Drama | Audiobook | Romantic,2009,507.0
218,Black Lightning,,John Saul,en,Horror | Fiction | Mystery | Thriller | Suspense | Adult | Thriller | Mystery Thriller | Fantasy | Paranormal | Mystery | Crime | Mystery | Detective,1996,438.0
219,The Icarus Girl,,Helen Oyeyemi,en,Fiction | Fantasy | Magical Realism | Horror | Cultural | Africa | Western Africa | Nigeria | Contemporary | Literary Fiction | Novels | Fantasy | Mythology,2006,325.0
220,Five Farthings,,Susan Sallis,en,Fiction,2003,411.0
221,Wringland,,Sally Spedding,en,,2002,674.0
222,Dark Fire,,C. J. Sansom,en,Historical | Historical Fiction | Mystery | Fiction | Historical | Mystery | Crime | Mystery | Historical Mystery | English History | Tudor Period | European Literature | British Literature | Thriller | Thriller | Mystery Thriller,2005,512.0
223,The Death Pit,,Tony Strong,en,Mystery | Fiction | Thriller | Thriller | Mystery Thriller | Horror,2000,473.0
224,Last Rights,,Philip Shelby,en,Fiction | Thriller,1998,333.0
225,Pacific Blues,,Stephen Smoke,en,,1995,409.0
226,Norah's Ark,,Judy Baer,en,Christian Fiction | Christian | Fiction | Womens Fiction | Chick Lit | Romance | Christian Romance | Romance | Animals | Romance | Contemporary Romance,2006,361.0
227,Maiden Bride,,Deborah Simmons,en,Romance | Historical Romance | Romance | Historical | Medieval | Historical | Category Romance | Harlequin | Historical Romance | Medieval Romance | Historical | Historical Fiction | Fiction | Adventure | Adult,1998,287.0
228,The Best of Enemies,,Taylor Smith,en,Mystery | Thriller | Suspense | Fiction,1997,475.0
229,Shattered Bone,,Chris Stewart,en,Fiction | Thriller | War | Military Fiction,1998,432.0
230,˜Dieœ Pest,,Albert Camus,de,Classics | Philosophy | Cultural | France | Literature | European Literature | French Literature | Novels | Literature | 20th Century | Literary Fiction | Cultural | Africa | Academic | School,1973,181.0
231,The Golden Gate,A Novel in Verse,Vikram Seth,en,Poetry | Fiction | Cultural | India | Asian Literature | Indian Literature | Literature | Novels | Literary Fiction | Literature | American | Contemporary | The United States Of America,1987,307.0
232,31 Songs,,Nick Hornby,en,Music | Nonfiction | Writing | Essays | Autobiography | Memoir | Short Stories | Contemporary | Culture | Pop Culture | European Literature | British Literature | Humor | Biography,2003,242.0
233,The Murder Room,,P. D. James,en,Mystery | Fiction | Mystery | Crime | Mystery | Detective | Thriller | Mystery Thriller | European Literature | British Literature | Mystery | Murder Mystery | Audiobook | Thriller | Suspense,2004,540.0
234,Safe Harbour,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Romance | Contemporary Romance | Contemporary | Drama | Love | Novels | Family | Adult,2003,322.0
235,Girl Mary,A Novel,Petru Popescu,en,Historical | Historical Fiction | Fiction | Religion | Historical | Biblical | Religion | Faith,2009,356.0
236,A Vaudeville of Devils,7 Moral Tales,Robert Girardi,en,Short Stories | Fiction | Fantasy | Horror | Literature,1999,421.0
237,The Secrets Within,,Emma Darcy,en,Romance,1997,400.0
238,The Fire Never Dies,"One Man's Raucous Romp Down the Road of Food, Passion, and Adventure",Richard Sterling,en,Travel,2001,300.0
239,The Promise,A Novel,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Contemporary | Romance | Contemporary Romance | Novels | Adult | Drama | Adult Fiction | Love,1989,288.0
240,Answered Prayers,,Danielle Steel,en,Romance | Fiction | Contemporary | Womens Fiction | Chick Lit | Adult Fiction | Romance | Contemporary Romance | Drama | Novels | Audiobook | Adult,2003,416.0
241,Secrets,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Romance | Contemporary Romance | Adult Fiction | Contemporary | Novels | Womens Fiction | Young Adult | High School | Drama,1986,442.0
242,Bittersweet,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Novels | Contemporary | Family | Adult Fiction | Romance | Contemporary Romance | Womens Fiction | Modern,2000,436.0
243,Absolute Rage,,Robert K. Tanenbaum,en,Mystery | Fiction | Thriller | Legal Thriller | Thriller | Thriller | Mystery Thriller | Audiobook,2003,480.0
244,Ransom,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Suspense | Mystery | Mystery | Crime | Contemporary | Thriller | Romance | Contemporary Romance | Adult,2005,432.0
245,The Kiss,,Danielle Steel,en,Romance | Fiction | Contemporary | Womens Fiction | Chick Lit | Drama | Love | Relationships | Novels | Adult | Adult Fiction,2002,448.0
246,The Black Widow,,Daniel Silva,en,Fiction | Thriller | Mystery | Spy Thriller | Espionage | Suspense | Thriller | Mystery Thriller | Thriller | Spy Thriller | Action | Audiobook | Mystery | Crime,2017,
247,Wings,,Danielle Steel,en,Romance | Fiction | Historical | Historical | Historical Fiction | Womens Fiction | Chick Lit | Romance | Contemporary Romance | Contemporary | Adult Fiction | Novels | Drama,1996,544.0
248,Mirror Image,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Historical | Historical Fiction | Romance | Historical Romance | Historical | Drama | Adult | Adult Fiction | Contemporary,1999,524.0
249,Malice,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Drama | Contemporary | Romance | Contemporary Romance | Adult | Adult Fiction | Novels | Thriller | Mystery Thriller,1997,406.0
250,Vanishing Point,,Carol Smith,en,Mystery | Fiction,2005,405.0
251,Special Delivery,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Contemporary | Romance | Contemporary Romance | Novels | Adult Fiction | Womens Fiction | Modern | Drama,1998,279.0
252,The Klone and I,,Danielle Steel,en,Romance | Fiction | Contemporary | Womens Fiction | Chick Lit | Humor | Fantasy | Romance | Contemporary Romance | Adult Fiction | Science Fiction | Novels,1999,301.0
253,The Ghost,,Danielle Steel,en,Romance | Fiction | Historical | Historical Fiction | Contemporary | Womens Fiction | Chick Lit | Fantasy | Paranormal | Romance | Contemporary Romance | Romance | Historical Romance | Mystery | Historical,1998,444.0
254,The Sands of Time,,Sidney Sheldon,en,Fiction | Thriller | Mystery | Romance | Suspense | Thriller | Mystery Thriller | Mystery | Crime | Drama | Novels | Contemporary,1989,448.0
255,Granny Dan,,Danielle Steel,en,Romance | Fiction | Historical | Historical Fiction | Historical | Womens Fiction | Chick Lit | Novels | Contemporary | Romance | Historical Romance | Cultural | Russia | Adult,2000,304.0
256,Loving,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Contemporary | Novels | Roman | Drama | Literature | Romance | Contemporary Romance | Adult,1981,307.0
257,The Ranch,,Danielle Steel,en,Romance | Fiction | Womens Fiction | Chick Lit | Drama | Romance | Contemporary Romance | Contemporary | Audiobook | Adult | Novels | Modern,1998,480.0
258,Jane Austen,,Carol Shields,en,Biography | Nonfiction | History | Biography Memoir | Literature | Cultural | Canada | Classics | Historical | European Literature | British Literature | Biography | Autobiography,2001,177.0
259,The Village Show,Tales from Turnham Malpas,Rebecca Shaw,en,Fiction | Contemporary,1998,287.0
260,"Mr Rosenblum's List, Or, Friendly Guidance for the Aspiring Englishman",A Novel,Natasha Solomons,en,Fiction | Historical | Historical Fiction | European Literature | British Literature | Literature | Jewish | Historical | Adult Fiction | War | World War II | Novels | Humor | War,2010,328.0
261,Whispers in the Village,,Rebecca Shaw,en,Fiction | Contemporary,2005,289.0
262,The China Card,,John Ehrlichman,en,Fiction | Historical | Historical Fiction | Thriller,1988,640.0
263,Rogue Element,,Terence Strong,en,Thriller,1998,579.0
264,The Truth about Melody Browne,,Lisa Jewell,en,,2009,326.0
265,Monster,,Jonathan Kellerman,en,Mystery | Fiction | Thriller | Mystery | Crime | Thriller | Mystery Thriller | Suspense | Mystery | Detective | Audiobook | Psychology | Thriller | Psychological Thriller,2000,394.0
266,The Sovereign State of ITT.,,Anthony Sampson,en,Nonfiction | Politics | History,1973,332.0
267,The Heart of Danger,,Gerald Seymour,en,Fiction | Thriller,1995,505.0
268,Secret Prey,,John Sandford,en,Mystery | Fiction | Thriller | Mystery | Crime | Thriller | Mystery Thriller | Suspense | Mystery | Detective | Audiobook | Mystery | Murder Mystery | Emergency Services | Police,1999,384.0
269,Derailed,,James Siegel,en,Thriller | Fiction | Suspense | Mystery | Mystery | Crime | Thriller | Mystery Thriller | Contemporary | Adult Fiction | Audiobook | Media Tie In,2004,416.0
270,Darkness,,John Saul,en,Horror | Fiction | Thriller | Mystery | Suspense | Fantasy | Fantasy | Supernatural | Science Fiction | Adult | Fantasy | Paranormal,1992,371.0
271,Splendour & Squalor,The Disgrace and Disintegration of Three Aristocratic Dynasties,Marcus Scriven,en,History | Nonfiction | Biography | European Literature | British Literature,2010,413.0
272,McNally's Chance,,Vincent Lardo | Lawrence Sanders,en,Mystery | Fiction | Mystery | Crime | Humor | Adventure | Thriller | Mystery Thriller,2002,361.0
273,McNally's Folly,,Lawrence Sanders,en,Mystery | Fiction | Mystery | Crime | Thriller | Mystery Thriller | Adult Fiction | Mystery | Cozy Mystery,2001,363.0
274,Eleven Hours,,Paullina Simons,en,Fiction | Thriller | Mystery | Crime | Contemporary | Mystery | Suspense | Womens Fiction | Chick Lit | Drama | Thriller | Mystery Thriller | Adult,1998,299.0
275,Body Surfing,,Anita Shreve,en,Fiction | Womens Fiction | Chick Lit | Romance | Contemporary | Adult Fiction | Adult | Family | Drama | Audiobook | Relationships,2008,264.0
276,A Novel,,Anita Shreve,en,Fiction | Womens Fiction | Chick Lit | Romance | Contemporary | Adult Fiction | Adult | Family | Drama | Audiobook | Relationships,2008,272.0
277,"Hercules, the Legendary Journeys",The First Casualty : a Novel,David L. Seidman,en,Fantasy,1997,211.0
278,Gold Mine,,Wilbur A. Smith,en,Fiction | Adventure | Thriller | Cultural | Africa | Historical | Historical Fiction | Action | Historical | Southern Africa | South Africa | Novels | Drama,1998,264.0
279,I Capture the Castle,,Dodie Smith,en,Classics | Fiction | Young Adult | Historical | Historical Fiction | Romance | Young Adult | Coming Of Age | Historical | European Literature | British Literature | Novels | Audiobook,1949,342.0
280,Silent Honour,,Danielle Steel,en,Romance | Fiction | Historical | Historical Fiction | Historical | Womens Fiction | Chick Lit | Romance | Historical Romance | Adult | Drama | War | Contemporary,1997,446.0
281,One of Us,,Michael Smith,en,Science Fiction | Fiction | Thriller | Mystery | Science Fiction | Cyberpunk | Fantasy | Speculative Fiction | Science Fiction Fantasy | Science Fiction | Dystopia | Mystery | Crime,1999,368.0
282,Reiko,,Guy Stanley,en,,1995,677.0
283,Privileged Lives,,Edward Stewart,en,Fiction | Mystery | Thriller,1989,528.0
284,Maine,,J. Courtney Sullivan,en,Fiction | Womens Fiction | Chick Lit | Contemporary | Audiobook | Adult Fiction | Family | Adult | Novels | Literary Fiction | Christianity | Catholic,2012,388.0
285,Goodnight Sweetheart,,Charlotte Bingham,en,Historical | Historical Fiction | Historical,2008,320.0
286,Cold Monday,,Terence Strong,en,Fiction | Thriller,2007,472.0
287,Secret Prey,,John Sandford,en,Mystery | Fiction | Thriller | Mystery | Crime | Thriller | Mystery Thriller | Suspense | Mystery | Detective | Audiobook | Mystery | Murder Mystery | Emergency Services | Police,2004,416.0
288,McNally's Trial,,Lawrence Sanders,en,Mystery | Fiction | Mystery | Crime | Humor | Mystery | Detective | Mystery | Murder Mystery | Thriller | Mystery Thriller | Novels | Thriller,1995,352.0
289,Chosen Prey,,John Sandford,en,Mystery | Fiction | Thriller | Mystery | Crime | Thriller | Mystery Thriller | Mystery | Detective | Suspense | Audiobook | Mystery | Murder Mystery | Adventure,2002,330.0
290,The Black Sea,,Richard Setlowe,en,,1991,589.0
291,The Best Laid Plans,,Sidney Sheldon,en,Fiction | Thriller | Mystery | Suspense | Thriller | Mystery Thriller | Romance | Mystery | Crime | Novels | Drama | Adult,1998,343.0
292,A Deeper Sleep,A Kate Shugak Novel,Dana Stabenow,en,Mystery | Fiction | Mystery | Crime | Thriller | Mystery Thriller | Thriller | Suspense | Mystery | Detective | Audiobook | Adventure | Mystery | Murder Mystery,2008,319.0
293,The Sky Is Falling,,Sidney Sheldon,en,Fiction | Thriller | Mystery | Suspense | Thriller | Mystery Thriller | Novels | Mystery | Crime | Romance | Drama | Contemporary,2001,416.0
294,Memories of Midnight,,Sidney Sheldon,en,Fiction | Thriller | Mystery | Suspense | Romance | Thriller | Mystery Thriller | Mystery | Crime | Drama | Novels | Contemporary,1991,416.0
295,The Night Crew,,John Sandford,en,Mystery | Fiction | Thriller | Thriller | Mystery Thriller | Mystery | Crime | Suspense | Mystery | Detective | Mystery | Murder Mystery | Action | Audiobook,1998,432.0
296,Nothing Lasts Forever,,Sidney Sheldon,en,Fiction | Thriller | Mystery | Suspense | Romance | Thriller | Mystery Thriller | Mystery | Crime | Novels | Drama | Contemporary,1995,400.0
